metabolite,sample_id,flux,description
dad_2_m,s20011_0049,0.1,2-deoxyadenosine
nmn_m,s20011_0049,0.1,NMN
gam_m,s20011_0049,0.1,D-Glucosamine
26dap_M_m,s20011_0049,0.1,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0049,0.1,N-acetylneuraminate
orn_m,s20011_0049,0.1,Ornithine
amp_m,s20011_0049,0.1,AMP
cgly_m,s20011_0049,0.1,L-cysteinylglycine
acgam_m,s20011_0049,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0049,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0049,0.1,Deoxycytidine
metsox_S_L_m,s20011_0049,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0049,0.1,Cytidine
glyc3p_m,s20011_0049,0.1,Glycerol 3-phosphate
tyr_L_m,s20011_0049,0.01724252928901094,L-tyrosine
ser_L_m,s20011_0045,1e-06,L-serine
csn_m,s20011_0045,1e-06,cytosine
dgsn_m,s20011_0045,1e-06,Deoxyguanosine
phe_L_m,s20011_0045,1e-06,L-phenylalanine
pi_m,s20011_0045,1e-06,hydrogenphosphate
strch1_m,s20011_0045,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0045,1e-06,Guanine
ala_L_m,s20011_0045,1e-06,L-alanine
cys_L_m,s20011_0045,1e-06,L-cysteine
no2_m,s20011_0045,1e-06,Nitrite
ade_m,s20011_0045,1e-06,Adenine
ncam_m,s20011_0045,1e-06,Nicotinamide
asn_L_m,s20011_0045,0.0225,L-asparagine
gln_L_m,s20011_0045,0.018,L-glutamine
arg_L_m,s20011_0045,0.015,L-argininium(1+)
his_L_m,s20011_0045,0.015,L-histidine
gsn_m,s20011_0045,0.04661965008416201,Guanosine
ala_D_m,s20011_0045,1e-06,D-alanine
lys_L_m,s20011_0045,1e-06,L-lysinium(1+)
asp_L_m,s20011_0045,1e-06,L-aspartate(1-)
thr_L_m,s20011_0045,1e-06,L-threonine
gly_m,s20011_0045,1e-06,Glycine
indole_m,s20011_0045,1e-06,Indole
pydxn_m,s20011_0045,1e-06,Pyridoxine
hxan_m,s20011_0045,1e-06,Hypoxanthine
so4_m,s20011_0045,1e-06,sulfate
ocdcea_m,s20011_0045,1e-06,octadecenoate (n-C18:1)
mqn7_m,s20011_0045,9.949815621190794e-06,Menaquinone 7
mqn8_m,s20011_0045,1e-06,Menaquinone 8
gthox_m,s20011_0045,4.675715027158134e-06,Oxidized glutathione
12dgr180_m,s20011_0045,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0045,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0045,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0045,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0045,1e-06,pectins
xylan_m,s20011_0045,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0045,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0045,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0045,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0045,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0045,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0045,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0045,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0045,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0045,1e-06,4-Aminobenzoate
gthrd_m,s20011_0045,1e-06,Reduced glutathione
cellul_m,s20011_0045,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0045,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0045,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0045,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0045,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0045,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0045,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0045,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0045,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0045,1e-06,Ubiquinone-8
pydx_m,s20011_0045,1e-06,Pyridoxal
ptrc_m,s20011_0045,0.0003361030536571129,Putrescine
spmd_m,s20011_0045,0.0003454544836927198,Spermidine
thm_m,s20011_0045,0.00034545448370371497,Thiamin
pheme_m,s20011_0045,0.00021043836570378005,Protoheme
sheme_m,s20011_0045,0.00020546345788396704,Siroheme
fe2_m,s20011_0045,0.000285327705340066,Fe2+
fe3_m,s20011_0045,0.0029844830027476944,Fe3+
fol_m,s20011_0045,0.0010363634511554502,Folate
pnto_R_m,s20011_0045,0.000491417639103986,(R)-Pantothenate
pydam_m,s20011_0045,0.001383786529492781,Pyridoxamine
k_m,s20011_0045,0.00163490535405898,potassium
cl_m,s20011_0045,0.0016349053540252604,Chloride
mn2_m,s20011_0045,0.0016349053540372083,Mn2+
ca2_m,s20011_0045,0.0016349053540301239,calcium(2+)
cobalt2_m,s20011_0045,0.001634905354034869,Co2+
zn2_m,s20011_0045,0.0016349053540345437,Zinc
cu2_m,s20011_0045,0.001634905354034869,Cu2+
mg2_m,s20011_0045,0.001634905354034869,magnesium
met_L_m,s20011_0045,0.018,L-methionine
pro_L_m,s20011_0045,0.018,L-proline
glu_L_m,s20011_0045,0.018,L-glutamate(1-)
val_L_m,s20011_0045,1e-06,L-valine
leu_L_m,s20011_0045,1e-06,L-leucine
ile_L_m,s20011_0045,1e-06,L-isoleucine
trp_L_m,s20011_0045,0.008182,L-tryptophan
adn_m,s20011_0045,0.1,Adenosine
dad_2_m,s20011_0045,0.1,2-deoxyadenosine
nmn_m,s20011_0045,0.1,NMN
gam_m,s20011_0045,1e-06,D-Glucosamine
26dap_M_m,s20011_0045,0.09157434013062342,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0045,0.1,N-acetylneuraminate
orn_m,s20011_0045,0.1,Ornithine
amp_m,s20011_0045,0.1,AMP
cgly_m,s20011_0045,0.1,L-cysteinylglycine
acgam_m,s20011_0045,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0045,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0045,0.1,Deoxycytidine
metsox_S_L_m,s20011_0045,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0045,0.08789988309491141,Cytidine
glyc3p_m,s20011_0045,0.06677825466401721,Glycerol 3-phosphate
tyr_L_m,s20011_0045,0.04722521638220123,L-tyrosine
ser_L_m,s20011_0021,1e-06,L-serine
csn_m,s20011_0021,1e-06,cytosine
dgsn_m,s20011_0021,1e-06,Deoxyguanosine
phe_L_m,s20011_0021,1e-06,L-phenylalanine
pi_m,s20011_0021,1e-06,hydrogenphosphate
strch1_m,s20011_0021,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0021,1e-06,Guanine
ala_L_m,s20011_0021,1e-06,L-alanine
cys_L_m,s20011_0021,1e-06,L-cysteine
no2_m,s20011_0021,1e-06,Nitrite
ade_m,s20011_0021,1e-06,Adenine
ncam_m,s20011_0021,1e-06,Nicotinamide
asn_L_m,s20011_0021,0.0225,L-asparagine
gln_L_m,s20011_0021,0.018,L-glutamine
arg_L_m,s20011_0021,0.015,L-argininium(1+)
his_L_m,s20011_0021,0.015,L-histidine
gsn_m,s20011_0021,1e-06,Guanosine
ala_D_m,s20011_0021,1e-06,D-alanine
lys_L_m,s20011_0021,0.015,L-lysinium(1+)
asp_L_m,s20011_0021,1e-06,L-aspartate(1-)
thr_L_m,s20011_0021,1e-06,L-threonine
gly_m,s20011_0021,1e-06,Glycine
indole_m,s20011_0021,1e-06,Indole
pydxn_m,s20011_0021,1e-06,Pyridoxine
hxan_m,s20011_0021,1e-06,Hypoxanthine
so4_m,s20011_0021,1e-06,sulfate
ocdcea_m,s20011_0021,1e-06,octadecenoate (n-C18:1)
mqn7_m,s20011_0021,8.359118024614531e-05,Menaquinone 7
mqn8_m,s20011_0021,1e-06,Menaquinone 8
gthox_m,s20011_0021,5.176364790138166e-06,Oxidized glutathione
12dgr180_m,s20011_0021,3.803016000247794e-05,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0021,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0021,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0021,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0021,1e-06,pectins
xylan_m,s20011_0021,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0021,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0021,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0021,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0021,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0021,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0021,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0021,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0021,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0021,1e-06,4-Aminobenzoate
gthrd_m,s20011_0021,1e-06,Reduced glutathione
cellul_m,s20011_0021,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0021,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0021,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0021,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0021,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0021,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0021,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0021,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0021,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0021,1e-06,Ubiquinone-8
pydx_m,s20011_0021,0.0007484510378850118,Pyridoxal
ptrc_m,s20011_0021,0.0004466783075542935,Putrescine
spmd_m,s20011_0021,0.00045703103712568804,Spermidine
thm_m,s20011_0021,0.00045703103713615504,Thiamin
pheme_m,s20011_0021,0.0003136590978627396,Protoheme
sheme_m,s20011_0021,0.000271863507744996,Siroheme
fe2_m,s20011_0021,0.001606297819600755,Fe2+
fe3_m,s20011_0021,0.0019327484074018741,Fe3+
fol_m,s20011_0021,0.0012457063410460417,Folate
pnto_R_m,s20011_0021,0.0022096437875678276,(R)-Pantothenate
pydam_m,s20011_0021,0.0005301412153354271,Pyridoxamine
k_m,s20011_0021,0.0017486253184000788,potassium
cl_m,s20011_0021,0.001748625318418951,Chloride
mn2_m,s20011_0021,0.001748625318418462,Mn2+
ca2_m,s20011_0021,0.0017486253184312442,calcium(2+)
cobalt2_m,s20011_0021,0.0017486253184300234,Co2+
zn2_m,s20011_0021,0.0017486253184291933,Zinc
cu2_m,s20011_0021,0.0017486253184291933,Cu2+
mg2_m,s20011_0021,0.0017486253184291933,magnesium
met_L_m,s20011_0021,1e-06,L-methionine
pro_L_m,s20011_0021,1e-06,L-proline
glu_L_m,s20011_0021,1e-06,L-glutamate(1-)
val_L_m,s20011_0021,1e-06,L-valine
leu_L_m,s20011_0021,0.015,L-leucine
ile_L_m,s20011_0021,0.015,L-isoleucine
trp_L_m,s20011_0021,0.008182,L-tryptophan
adn_m,s20011_0021,0.1,Adenosine
dad_2_m,s20011_0021,0.1,2-deoxyadenosine
nmn_m,s20011_0021,0.1,NMN
gam_m,s20011_0021,0.1,D-Glucosamine
26dap_M_m,s20011_0021,0.1,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0021,0.1,N-acetylneuraminate
orn_m,s20011_0021,0.1,Ornithine
amp_m,s20011_0021,0.1,AMP
cgly_m,s20011_0021,0.1,L-cysteinylglycine
acgam_m,s20011_0021,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0021,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0021,1e-06,Deoxycytidine
metsox_S_L_m,s20011_0021,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0021,0.06877878393921755,Cytidine
glyc3p_m,s20011_0021,0.06484179417429914,Glycerol 3-phosphate
tyr_L_m,s20011_0021,0.0640645483247419,L-tyrosine
ser_L_m,s20011_0039,1e-06,L-serine
csn_m,s20011_0039,1e-06,cytosine
dgsn_m,s20011_0039,0.04245185837279131,Deoxyguanosine
phe_L_m,s20011_0039,1e-06,L-phenylalanine
pi_m,s20011_0039,1e-06,hydrogenphosphate
strch1_m,s20011_0039,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0039,1e-06,Guanine
ala_L_m,s20011_0039,1e-06,L-alanine
cys_L_m,s20011_0039,1e-06,L-cysteine
no2_m,s20011_0039,2.0426548701379943e-06,Nitrite
ade_m,s20011_0039,1e-06,Adenine
ncam_m,s20011_0039,1e-06,Nicotinamide
asn_L_m,s20011_0039,0.0225,L-asparagine
gln_L_m,s20011_0039,0.018,L-glutamine
arg_L_m,s20011_0039,0.015,L-argininium(1+)
his_L_m,s20011_0039,0.015,L-histidine
gsn_m,s20011_0039,1e-06,Guanosine
ala_D_m,s20011_0039,1e-06,D-alanine
lys_L_m,s20011_0039,1e-06,L-lysinium(1+)
asp_L_m,s20011_0039,1e-06,L-aspartate(1-)
thr_L_m,s20011_0039,1e-06,L-threonine
gly_m,s20011_0039,1e-06,Glycine
indole_m,s20011_0039,1e-06,Indole
pydxn_m,s20011_0039,0.00034507970181419344,Pyridoxine
hxan_m,s20011_0039,1e-06,Hypoxanthine
so4_m,s20011_0039,1e-06,sulfate
ocdcea_m,s20011_0039,1e-06,octadecenoate (n-C18:1)
mqn7_m,s20011_0039,1e-06,Menaquinone 7
mqn8_m,s20011_0039,1e-06,Menaquinone 8
gthox_m,s20011_0039,3.7409777053909465e-06,Oxidized glutathione
12dgr180_m,s20011_0039,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0039,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0039,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0039,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0039,1e-06,pectins
xylan_m,s20011_0039,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0039,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0039,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0039,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0039,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0039,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0039,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0039,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0039,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0039,1e-06,4-Aminobenzoate
gthrd_m,s20011_0039,1e-06,Reduced glutathione
cellul_m,s20011_0039,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0039,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0039,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0039,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0039,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0039,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0039,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0039,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0039,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0039,1e-06,Ubiquinone-8
pydx_m,s20011_0039,1e-06,Pyridoxal
ptrc_m,s20011_0039,0.00038658513022220173,Putrescine
spmd_m,s20011_0039,0.0003940670856557552,Spermidine
thm_m,s20011_0039,0.0003940670856458219,Thiamin
pheme_m,s20011_0039,0.0002009431724410149,Protoheme
sheme_m,s20011_0039,0.0002009431724445676,Siroheme
fe2_m,s20011_0039,0.00036417232022412094,Fe2+
fe3_m,s20011_0039,0.0029329656777875852,Fe3+
fol_m,s20011_0039,0.001182201257062454,Folate
pnto_R_m,s20011_0039,0.0007173792436292459,(R)-Pantothenate
pydam_m,s20011_0039,0.0013034892971868217,Pyridoxamine
k_m,s20011_0039,0.0016485689989844765,potassium
cl_m,s20011_0039,0.0016485689989960298,Chloride
mn2_m,s20011_0039,0.0016485689990082264,Mn2+
ca2_m,s20011_0039,0.0016485689990091146,calcium(2+)
cobalt2_m,s20011_0039,0.0016485689990080237,Co2+
zn2_m,s20011_0039,0.0016485689990039458,Zinc
cu2_m,s20011_0039,0.0016485689990040826,Cu2+
mg2_m,s20011_0039,0.0016485689990040826,magnesium
met_L_m,s20011_0039,0.018,L-methionine
pro_L_m,s20011_0039,0.018,L-proline
glu_L_m,s20011_0039,0.018,L-glutamate(1-)
val_L_m,s20011_0039,1e-06,L-valine
leu_L_m,s20011_0039,0.015,L-leucine
ile_L_m,s20011_0039,0.015,L-isoleucine
trp_L_m,s20011_0039,0.008182,L-tryptophan
adn_m,s20011_0039,0.1,Adenosine
dad_2_m,s20011_0039,0.1,2-deoxyadenosine
nmn_m,s20011_0039,0.1,NMN
gam_m,s20011_0039,0.1,D-Glucosamine
26dap_M_m,s20011_0039,0.09144518475507013,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0039,0.1,N-acetylneuraminate
orn_m,s20011_0039,0.1,Ornithine
amp_m,s20011_0039,0.1,AMP
cgly_m,s20011_0039,0.1,L-cysteinylglycine
acgam_m,s20011_0039,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0039,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0039,0.1,Deoxycytidine
metsox_S_L_m,s20011_0039,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0039,1e-06,Cytidine
glyc3p_m,s20011_0039,0.06828975847709644,Glycerol 3-phosphate
tyr_L_m,s20011_0039,1e-06,L-tyrosine
ser_L_m,s20011_0043,1e-06,L-serine
csn_m,s20011_0043,1e-06,cytosine
dgsn_m,s20011_0043,1e-06,Deoxyguanosine
phe_L_m,s20011_0043,1e-06,L-phenylalanine
pi_m,s20011_0043,1e-06,hydrogenphosphate
strch1_m,s20011_0043,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0043,1e-06,Guanine
ala_L_m,s20011_0043,1e-06,L-alanine
cys_L_m,s20011_0043,1e-06,L-cysteine
no2_m,s20011_0043,1e-06,Nitrite
ade_m,s20011_0043,1e-06,Adenine
ncam_m,s20011_0043,1e-06,Nicotinamide
asn_L_m,s20011_0043,0.0225,L-asparagine
gln_L_m,s20011_0043,0.018,L-glutamine
arg_L_m,s20011_0043,0.015,L-argininium(1+)
his_L_m,s20011_0043,0.015,L-histidine
gsn_m,s20011_0043,1e-06,Guanosine
ala_D_m,s20011_0043,1e-06,D-alanine
lys_L_m,s20011_0043,0.015,L-lysinium(1+)
asp_L_m,s20011_0043,1e-06,L-aspartate(1-)
thr_L_m,s20011_0043,1e-06,L-threonine
gly_m,s20011_0043,1e-06,Glycine
indole_m,s20011_0043,1e-06,Indole
pydxn_m,s20011_0043,1e-06,Pyridoxine
hxan_m,s20011_0043,1e-06,Hypoxanthine
so4_m,s20011_0043,1e-06,sulfate
ocdcea_m,s20011_0043,1e-06,octadecenoate (n-C18:1)
mqn7_m,s20011_0043,1.4617860010446293e-05,Menaquinone 7
mqn8_m,s20011_0043,1e-06,Menaquinone 8
gthox_m,s20011_0043,7.772130507177621e-06,Oxidized glutathione
12dgr180_m,s20011_0043,3.827004614986862e-05,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0043,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0043,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0043,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0043,1e-06,pectins
xylan_m,s20011_0043,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0043,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0043,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0043,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0043,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0043,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0043,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0043,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0043,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0043,1e-06,4-Aminobenzoate
gthrd_m,s20011_0043,1e-06,Reduced glutathione
cellul_m,s20011_0043,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0043,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0043,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0043,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0043,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0043,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0043,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0043,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0043,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0043,1e-06,Ubiquinone-8
pydx_m,s20011_0043,1e-06,Pyridoxal
ptrc_m,s20011_0043,0.0002630663830842362,Putrescine
spmd_m,s20011_0043,0.0002786106440968439,Spermidine
thm_m,s20011_0043,0.00027861064412661884,Thiamin
pheme_m,s20011_0043,0.00023995539071819394,Protoheme
sheme_m,s20011_0043,0.00023995539067644955,Siroheme
fe2_m,s20011_0043,0.003058035415717697,Fe2+
fe3_m,s20011_0043,0.00016643207159816598,Fe3+
fol_m,s20011_0043,0.0008358319322570171,Folate
pnto_R_m,s20011_0043,0.0002621790188133133,(R)-Pantothenate
pydam_m,s20011_0043,0.0014966884952513715,Pyridoxamine
k_m,s20011_0043,0.0016122337436306566,potassium
cl_m,s20011_0043,0.0016122337436428695,Chloride
mn2_m,s20011_0043,0.0016122337436446658,Mn2+
ca2_m,s20011_0043,0.0016122337436366523,calcium(2+)
cobalt2_m,s20011_0043,0.0016122337436438514,Co2+
zn2_m,s20011_0043,0.0016122337436446743,Zinc
